01:32:44.828597 START Mgen Version 5.1.1
01:32:54.829353 ON flow>4 srcPort>35535 dst>fd00:6::2/5101 
01:32:54.971413 PRAGUEINFO flow>4 window>0.142 samples>4 state>cong_avoid rtt_avg_us>23686 rtt_min_us>0 rtt_max_us>31595 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>249.372 rate_min_kbps>100.000 rate_max_kbps>417.456 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
01:32:55.075037 PRAGUEINFO flow>4 window>0.104 samples>8 state>cong_avoid rtt_avg_us>31518 rtt_min_us>31432 rtt_max_us>31570 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>720.112 rate_min_kbps>417.456 rate_max_kbps>1074.264 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
01:32:55.176743 PRAGUEINFO flow>4 window>0.102 samples>16 state>cong_avoid rtt_avg_us>31339 rtt_min_us>31252 rtt_max_us>31432 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1582.976 rate_min_kbps>1074.264 rate_max_kbps>2014.400 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>6 sent>14 lost>0 total_lost>0
01:32:55.278449 PRAGUEINFO flow>4 window>0.102 samples>24 state>cong_avoid rtt_avg_us>31219 rtt_min_us>31168 rtt_max_us>31321 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2560.737 rate_min_kbps>2014.400 rate_max_kbps>3004.864 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>22 lost>0 total_lost>0
01:32:55.382075 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31211 rtt_min_us>31144 rtt_max_us>31284 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3528.156 rate_min_kbps>3004.864 rate_max_kbps>4005.552 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
01:32:55.485705 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31310 rtt_min_us>31152 rtt_max_us>31483 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4396.350 rate_min_kbps>4005.552 rate_max_kbps>4784.928 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
01:32:55.587422 PRAGUEINFO flow>4 window>0.102 samples>45 state>cong_avoid rtt_avg_us>31240 rtt_min_us>31155 rtt_max_us>31334 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5225.172 rate_min_kbps>4784.928 rate_max_kbps>5669.056 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>16 sent>43 lost>0 total_lost>0
01:32:55.689114 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31298 rtt_min_us>31219 rtt_max_us>31401 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6209.158 rate_min_kbps>5669.056 rate_max_kbps>6732.280 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
01:32:55.790827 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31206 rtt_min_us>31103 rtt_max_us>31591 cwnd>22 cwnd_min>20 cwnd_max>22 rate_avg_kbps>7207.666 rate_min_kbps>6732.280 rate_max_kbps>7634.544 alpha_avg>0.004255 alpha_min>0.000000 alpha_max>0.007123 inflight>17 sent>53 lost>0 total_lost>0
01:32:55.892533 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31350 rtt_min_us>31211 rtt_max_us>31602 cwnd>25 cwnd_min>22 cwnd_max>25 rate_avg_kbps>8051.389 rate_min_kbps>7566.856 rate_max_kbps>8504.128 alpha_avg>0.006100 alpha_min>0.005505 alpha_max>0.006679 inflight>17 sent>53 lost>0 total_lost>0
01:32:55.994240 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31277 rtt_min_us>31205 rtt_max_us>31422 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8872.867 rate_min_kbps>8504.128 rate_max_kbps>9249.008 alpha_avg>0.004993 alpha_min>0.004537 alpha_max>0.005505 inflight>17 sent>53 lost>0 total_lost>0
01:32:56.095947 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31538 rtt_min_us>31253 rtt_max_us>32104 cwnd>29 cwnd_min>27 cwnd_max>29 rate_avg_kbps>9514.991 rate_min_kbps>9174.648 rate_max_kbps>9936.584 alpha_avg>0.004955 alpha_min>0.003988 alpha_max>0.007415 inflight>17 sent>53 lost>0 total_lost>0
01:32:56.197651 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31311 rtt_min_us>31209 rtt_max_us>31446 cwnd>31 cwnd_min>29 cwnd_max>31 rate_avg_kbps>10250.866 rate_min_kbps>9915.240 rate_max_kbps>10603.080 alpha_avg>0.006631 alpha_min>0.006111 alpha_max>0.007415 inflight>17 sent>53 lost>0 total_lost>0
