16:25:43.902789 START Mgen Version 5.1.1
16:25:53.903580 ON flow>4 srcPort>59030 dst>fd00:6::2/5101 
16:25:54.045632 PRAGUEINFO flow>4 window>0.142 samples>4 state>cong_avoid rtt_avg_us>23756 rtt_min_us>0 rtt_max_us>31696 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>248.652 rate_min_kbps>100.000 rate_max_kbps>416.352 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
16:25:54.149255 PRAGUEINFO flow>4 window>0.104 samples>8 state>cong_avoid rtt_avg_us>32016 rtt_min_us>31620 rtt_max_us>32532 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>684.861 rate_min_kbps>416.352 rate_max_kbps>1048.472 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
16:25:54.250962 PRAGUEINFO flow>4 window>0.102 samples>16 state>cong_avoid rtt_avg_us>31735 rtt_min_us>31412 rtt_max_us>32205 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1565.042 rate_min_kbps>1048.472 rate_max_kbps>2008.560 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>6 sent>14 lost>0 total_lost>0
16:25:54.352670 PRAGUEINFO flow>4 window>0.102 samples>24 state>cong_avoid rtt_avg_us>31276 rtt_min_us>31210 rtt_max_us>31412 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2558.493 rate_min_kbps>2008.560 rate_max_kbps>2997.272 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>22 lost>0 total_lost>0
16:25:54.456294 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31192 rtt_min_us>31119 rtt_max_us>31293 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3530.423 rate_min_kbps>2997.272 rate_max_kbps>4005.808 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
16:25:54.559919 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31304 rtt_min_us>31104 rtt_max_us>31736 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4395.837 rate_min_kbps>4005.808 rate_max_kbps>4795.040 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
16:25:54.661629 PRAGUEINFO flow>4 window>0.102 samples>44 state>cong_avoid rtt_avg_us>31171 rtt_min_us>31077 rtt_max_us>31346 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5212.616 rate_min_kbps>4795.040 rate_max_kbps>5638.008 alpha_avg>0.005308 alpha_min>0.000000 alpha_max>0.006944 inflight>16 sent>42 lost>0 total_lost>0
16:25:54.763339 PRAGUEINFO flow>4 window>0.102 samples>54 state>in_cwr rtt_avg_us>31265 rtt_min_us>31124 rtt_max_us>31666 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6161.823 rate_min_kbps>5638.008 rate_max_kbps>6675.104 alpha_avg>0.005985 alpha_min>0.005364 alpha_max>0.008705 inflight>17 sent>52 lost>0 total_lost>0
16:25:54.865045 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31152 rtt_min_us>31082 rtt_max_us>31231 cwnd>22 cwnd_min>20 cwnd_max>22 rate_avg_kbps>7132.850 rate_min_kbps>6675.104 rate_max_kbps>7557.496 alpha_avg>0.011157 alpha_min>0.008162 alpha_max>0.015004 inflight>17 sent>53 lost>0 total_lost>0
16:25:54.966751 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31187 rtt_min_us>31071 rtt_max_us>31506 cwnd>24 cwnd_min>22 cwnd_max>24 rate_avg_kbps>7916.574 rate_min_kbps>7557.496 rate_max_kbps>8283.616 alpha_avg>0.016246 alpha_min>0.014067 alpha_max>0.018497 inflight>17 sent>53 lost>0 total_lost>0
16:25:55.068455 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31154 rtt_min_us>31107 rtt_max_us>31228 cwnd>26 cwnd_min>24 cwnd_max>26 rate_avg_kbps>8553.146 rate_min_kbps>8283.616 rate_max_kbps>8868.392 alpha_avg>0.023340 alpha_min>0.018497 alpha_max>0.025379 inflight>17 sent>53 lost>0 total_lost>0
16:25:55.170165 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31156 rtt_min_us>31091 rtt_max_us>31240 cwnd>28 cwnd_min>26 cwnd_max>28 rate_avg_kbps>9241.387 rate_min_kbps>8868.392 rate_max_kbps>9610.200 alpha_avg>0.022855 alpha_min>0.020913 alpha_max>0.025379 inflight>17 sent>53 lost>0 total_lost>0
16:25:55.271870 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31209 rtt_min_us>31119 rtt_max_us>31387 cwnd>30 cwnd_min>28 cwnd_max>30 rate_avg_kbps>9937.779 rate_min_kbps>9610.200 rate_max_kbps>10255.800 alpha_avg>0.018700 alpha_min>0.017234 alpha_max>0.020913 inflight>17 sent>53 lost>0 total_lost>0
16:25:55.373580 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31203 rtt_min_us>31127 rtt_max_us>31292 cwnd>32 cwnd_min>30 cwnd_max>32 rate_avg_kbps>10605.625 rate_min_kbps>10255.800 rate_max_kbps>10945.456 alpha_avg>0.015300 alpha_min>0.014202 alpha_max>0.017234 inflight>17 sent>53 lost>0 total_lost>0
