17:07:59.723396 START Mgen Version 5.1.1
17:08:09.723966 ON flow>1 srcPort>41885 dst>fd00:6::2/5201 
17:08:09.755138 CONNECT flow>1 srcPort>41885 dst>fd00:6::2/5201 
17:08:09.856525 TCPINFO flow>1 window>0.101 samples>126 rtt_avg_us>31202 rtt_min_us>31072 rtt_max_us>31309 cwnd>56 cwnd_min>10 cwnd_max>56 throughput_kbps>10022.802 goodput_kbps>4756.488 retrans>0 total_retrans>0 bytes_acked>60233
17:08:09.975799 TCPINFO flow>1 window>0.119 samples>353 rtt_avg_us>30948 rtt_min_us>30837 rtt_max_us>31465 cwnd>62 cwnd_min>56 cwnd_max>101 throughput_kbps>22939.853 goodput_kbps>22043.765 retrans>0 total_retrans>0 bytes_acked>388889
17:08:10.075811 TCPINFO flow>1 window>0.100 samples>211 rtt_avg_us>31429 rtt_min_us>31319 rtt_max_us>31557 cwnd>63 cwnd_min>62 cwnd_max>63 throughput_kbps>21373.435 goodput_kbps>21159.701 retrans>0 total_retrans>0 bytes_acked>653417
17:08:10.175910 TCPINFO flow>1 window>0.100 samples>185 rtt_avg_us>31523 rtt_min_us>31321 rtt_max_us>32336 cwnd>65 cwnd_min>63 cwnd_max>65 throughput_kbps>20820.987 goodput_kbps>20607.439 retrans>0 total_retrans>0 bytes_acked>911265
17:08:10.275917 TCPINFO flow>1 window>0.100 samples>248 rtt_avg_us>31506 rtt_min_us>31442 rtt_max_us>31681 cwnd>68 cwnd_min>65 cwnd_max>68 throughput_kbps>22656.974 goodput_kbps>22336.356 retrans>0 total_retrans>0 bytes_acked>1190489
17:08:10.423985 TCPINFO flow>1 window>0.148 samples>245 rtt_avg_us>31506 rtt_min_us>31331 rtt_max_us>31758 cwnd>73 cwnd_min>68 cwnd_max>73 throughput_kbps>24109.139 goodput_kbps>23820.407 retrans>0 total_retrans>0 bytes_acked>1631369
17:08:10.523986 TCPINFO flow>1 window>0.100 samples>191 rtt_avg_us>31420 rtt_min_us>31360 rtt_max_us>31522 cwnd>76 cwnd_min>73 cwnd_max>76 throughput_kbps>25330.307 goodput_kbps>25223.428 retrans>0 total_retrans>0 bytes_acked>1946665
17:08:10.623999 TCPINFO flow>1 window>0.100 samples>171 rtt_avg_us>31547 rtt_min_us>31456 rtt_max_us>31660 cwnd>79 cwnd_min>76 cwnd_max>79 throughput_kbps>24686.071 goodput_kbps>24151.740 retrans>0 total_retrans>0 bytes_acked>2248601
17:08:10.724003 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31436 rtt_min_us>31372 rtt_max_us>31501 cwnd>81 cwnd_min>79 cwnd_max>81 throughput_kbps>11830.567 goodput_kbps>20166.873 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:10.824013 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:10.924016 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.024016 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.224011 TCPINFO flow>1 window>0.200 samples>3 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.324016 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.524014 TCPINFO flow>1 window>0.200 samples>3 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.723482 TCPINFO flow>1 window>0.199 samples>3 rtt_avg_us>31372 rtt_min_us>31372 rtt_max_us>31372 cwnd>81 cwnd_min>81 cwnd_max>81 throughput_kbps>53.583 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:08:11.823990 TCPINFO flow>1 window>0.101 samples>371 rtt_avg_us>31341 rtt_min_us>31057 rtt_max_us>31506 cwnd>83 cwnd_min>81 cwnd_max>83 throughput_kbps>27542.007 goodput_kbps>18928.483 retrans>0 total_retrans>0 bytes_acked>2738505
17:08:11.923997 TCPINFO flow>1 window>0.100 samples>355 rtt_avg_us>31329 rtt_min_us>31223 rtt_max_us>31506 cwnd>83 cwnd_min>82 cwnd_max>83 throughput_kbps>28214.345 goodput_kbps>28107.472 retrans>0 total_retrans>0 bytes_acked>3089873
17:08:12.048982 TCPINFO flow>1 window>0.125 samples>179 rtt_avg_us>31474 rtt_min_us>31293 rtt_max_us>32063 cwnd>83 cwnd_min>82 cwnd_max>83 throughput_kbps>27279.049 goodput_kbps>27364.564 retrans>0 total_retrans>0 bytes_acked>3517393
17:08:12.196691 TCPINFO flow>1 window>0.148 samples>354 rtt_avg_us>31481 rtt_min_us>31383 rtt_max_us>31732 cwnd>86 cwnd_min>83 cwnd_max>86 throughput_kbps>27785.660 goodput_kbps>27785.660 retrans>0 total_retrans>0 bytes_acked>4030417
17:08:12.324008 TCPINFO flow>1 window>0.127 samples>355 rtt_avg_us>31518 rtt_min_us>31412 rtt_max_us>31790 cwnd>90 cwnd_min>86 cwnd_max>90 throughput_kbps>29885.467 goodput_kbps>29381.779 retrans>0 total_retrans>0 bytes_acked>4498017
17:08:12.424014 TCPINFO flow>1 window>0.100 samples>118 rtt_avg_us>31541 rtt_min_us>31442 rtt_max_us>31653 cwnd>93 cwnd_min>90 cwnd_max>93 throughput_kbps>30245.225 goodput_kbps>30779.593 retrans>0 total_retrans>0 bytes_acked>4882785
17:08:12.524025 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>31597 rtt_min_us>31573 rtt_max_us>31621 cwnd>94 cwnd_min>93 cwnd_max>94 throughput_kbps>617.532 goodput_kbps>9487.596 retrans>0 total_retrans>0 bytes_acked>5001393
