17:01:54.676398 START Mgen Version 5.1.1
17:02:04.677082 ON flow>1 srcPort>41947 dst>fd00:6::2/5201 
17:02:04.708938 CONNECT flow>1 srcPort>41947 dst>fd00:6::2/5201 
17:02:04.810596 TCPINFO flow>1 window>0.102 samples>126 rtt_avg_us>31616 rtt_min_us>31260 rtt_max_us>31856 cwnd>56 cwnd_min>10 cwnd_max>56 throughput_kbps>9783.885 goodput_kbps>4742.957 retrans>0 total_retrans>0 bytes_acked>60233
17:02:04.968457 TCPINFO flow>1 window>0.158 samples>177 rtt_avg_us>31120 rtt_min_us>30903 rtt_max_us>31783 cwnd>35 cwnd_min>32 cwnd_max>56 throughput_kbps>10562.001 goodput_kbps>11577.578 retrans>0 total_retrans>0 bytes_acked>288689
17:02:05.077130 TCPINFO flow>1 window>0.109 samples>177 rtt_avg_us>31908 rtt_min_us>31687 rtt_max_us>32150 cwnd>38 cwnd_min>35 cwnd_max>38 throughput_kbps>12195.412 goodput_kbps>11900.362 retrans>0 total_retrans>0 bytes_acked>450345
17:02:05.177132 TCPINFO flow>1 window>0.100 samples>90 rtt_avg_us>31730 rtt_min_us>31696 rtt_max_us>32109 cwnd>41 cwnd_min>38 cwnd_max>41 throughput_kbps>13145.977 goodput_kbps>13039.099 retrans>0 total_retrans>0 bytes_acked>613337
17:02:05.277134 TCPINFO flow>1 window>0.100 samples>89 rtt_avg_us>31751 rtt_min_us>31638 rtt_max_us>32109 cwnd>44 cwnd_min>41 cwnd_max>44 throughput_kbps>14321.634 goodput_kbps>13680.366 retrans>0 total_retrans>0 bytes_acked>784345
17:02:05.426356 TCPINFO flow>1 window>0.149 samples>179 rtt_avg_us>31800 rtt_min_us>31638 rtt_max_us>31965 cwnd>48 cwnd_min>44 cwnd_max>48 throughput_kbps>15542.588 goodput_kbps>15327.713 retrans>0 total_retrans>0 bytes_acked>1070249
17:02:05.548174 TCPINFO flow>1 window>0.122 samples>177 rtt_avg_us>31868 rtt_min_us>31593 rtt_max_us>32010 cwnd>52 cwnd_min>48 cwnd_max>52 throughput_kbps>16494.640 goodput_kbps>16670.114 retrans>0 total_retrans>0 bytes_acked>1324089
17:02:05.670249 TCPINFO flow>1 window>0.122 samples>177 rtt_avg_us>31643 rtt_min_us>31452 rtt_max_us>31850 cwnd>55 cwnd_min>52 cwnd_max>55 throughput_kbps>18035.863 goodput_kbps>17247.889 retrans>0 total_retrans>0 bytes_acked>1587281
17:02:05.777130 TCPINFO flow>1 window>0.107 samples>181 rtt_avg_us>31544 rtt_min_us>31432 rtt_max_us>31648 cwnd>57 cwnd_min>55 cwnd_max>57 throughput_kbps>18999.822 goodput_kbps>18799.824 retrans>0 total_retrans>0 bytes_acked>1838449
17:02:05.877135 TCPINFO flow>1 window>0.100 samples>188 rtt_avg_us>31753 rtt_min_us>31432 rtt_max_us>31902 cwnd>59 cwnd_min>57 cwnd_max>59 throughput_kbps>19451.187 goodput_kbps>19344.313 retrans>0 total_retrans>0 bytes_acked>2080265
17:02:05.977157 TCPINFO flow>1 window>0.100 samples>169 rtt_avg_us>31738 rtt_min_us>31472 rtt_max_us>32209 cwnd>60 cwnd_min>59 cwnd_max>60 throughput_kbps>19661.594 goodput_kbps>19875.307 retrans>0 total_retrans>0 bytes_acked>2328761
17:02:06.077178 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>32072 rtt_min_us>31997 rtt_max_us>32146 cwnd>61 cwnd_min>60 cwnd_max>61 throughput_kbps>7874.826 goodput_kbps>13751.992 retrans>0 total_retrans>0 bytes_acked>2500697
17:02:06.277203 TCPINFO flow>1 window>0.200 samples>3 rtt_avg_us>32146 rtt_min_us>32146 rtt_max_us>32146 cwnd>61 cwnd_min>61 cwnd_max>61 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:02:06.477162 TCPINFO flow>1 window>0.200 samples>3 rtt_avg_us>32146 rtt_min_us>32146 rtt_max_us>32146 cwnd>61 cwnd_min>61 cwnd_max>61 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:02:06.577173 TCPINFO flow>1 window>0.100 samples>2 rtt_avg_us>32146 rtt_min_us>32146 rtt_max_us>32146 cwnd>61 cwnd_min>61 cwnd_max>61 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:02:06.677204 TCPINFO flow>1 window>0.100 samples>10 rtt_avg_us>32146 rtt_min_us>32146 rtt_max_us>32146 cwnd>61 cwnd_min>61 cwnd_max>61 throughput_kbps>213.694 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
17:02:06.814047 TCPINFO flow>1 window>0.137 samples>277 rtt_avg_us>31959 rtt_min_us>31466 rtt_max_us>32146 cwnd>61 cwnd_min>60 cwnd_max>61 throughput_kbps>20619.484 goodput_kbps>16167.550 retrans>0 total_retrans>0 bytes_acked>2777249
17:02:06.919406 TCPINFO flow>1 window>0.105 samples>185 rtt_avg_us>31842 rtt_min_us>31641 rtt_max_us>32415 cwnd>63 cwnd_min>61 cwnd_max>63 throughput_kbps>20593.058 goodput_kbps>20288.727 retrans>0 total_retrans>0 bytes_acked>3044449
17:02:07.019506 TCPINFO flow>1 window>0.100 samples>196 rtt_avg_us>31593 rtt_min_us>31488 rtt_max_us>31731 cwnd>66 cwnd_min>63 cwnd_max>66 throughput_kbps>21781.738 goodput_kbps>21461.419 retrans>0 total_retrans>0 bytes_acked>3312985
17:02:07.119607 TCPINFO flow>1 window>0.100 samples>246 rtt_avg_us>31618 rtt_min_us>31528 rtt_max_us>31709 cwnd>69 cwnd_min>66 cwnd_max>69 throughput_kbps>22742.470 goodput_kbps>22528.926 retrans>0 total_retrans>0 bytes_acked>3594881
17:02:07.243928 TCPINFO flow>1 window>0.124 samples>206 rtt_avg_us>31527 rtt_min_us>31379 rtt_max_us>31763 cwnd>72 cwnd_min>69 cwnd_max>72 throughput_kbps>23899.936 goodput_kbps>23556.052 retrans>0 total_retrans>0 bytes_acked>3960945
17:02:07.367824 TCPINFO flow>1 window>0.124 samples>268 rtt_avg_us>31519 rtt_min_us>31447 rtt_max_us>31559 cwnd>75 cwnd_min>72 cwnd_max>75 throughput_kbps>24930.845 goodput_kbps>24758.313 retrans>0 total_retrans>0 bytes_acked>4344377
