17:26:06.550934 START Mgen Version 5.1.1
17:26:16.551820 ON flow>4 srcPort>35446 dst>fd00:6::2/5101 
17:26:16.693933 PRAGUEINFO flow>4 window>0.142 samples>4 state>cong_avoid rtt_avg_us>23638 rtt_min_us>0 rtt_max_us>31532 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>249.918 rate_min_kbps>100.000 rate_max_kbps>418.136 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
17:26:16.797508 PRAGUEINFO flow>4 window>0.104 samples>8 state>cong_avoid rtt_avg_us>31444 rtt_min_us>31314 rtt_max_us>31532 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>722.451 rate_min_kbps>418.136 rate_max_kbps>1078.632 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
17:26:16.899220 PRAGUEINFO flow>4 window>0.102 samples>16 state>cong_avoid rtt_avg_us>31318 rtt_min_us>31171 rtt_max_us>31575 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1583.255 rate_min_kbps>1078.632 rate_max_kbps>2010.400 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>6 sent>14 lost>0 total_lost>0
17:26:17.000918 PRAGUEINFO flow>4 window>0.102 samples>24 state>cong_avoid rtt_avg_us>31213 rtt_min_us>31128 rtt_max_us>31386 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2561.665 rate_min_kbps>2010.400 rate_max_kbps>3013.296 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>22 lost>0 total_lost>0
17:26:17.104567 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31110 rtt_min_us>31066 rtt_max_us>31149 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3539.739 rate_min_kbps>3013.296 rate_max_kbps>4021.408 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
17:26:17.208169 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31100 rtt_min_us>31061 rtt_max_us>31149 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4425.958 rate_min_kbps>4021.408 rate_max_kbps>4810.872 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
17:26:17.309899 PRAGUEINFO flow>4 window>0.102 samples>47 state>cong_avoid rtt_avg_us>31057 rtt_min_us>31025 rtt_max_us>31126 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5271.694 rate_min_kbps>4810.872 rate_max_kbps>5730.944 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>45 lost>0 total_lost>0
17:26:17.411600 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31075 rtt_min_us>31035 rtt_max_us>31120 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6293.249 rate_min_kbps>5730.944 rate_max_kbps>6828.968 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
17:26:17.513310 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31081 rtt_min_us>31045 rtt_max_us>31127 cwnd>23 cwnd_min>20 cwnd_max>23 rate_avg_kbps>7306.852 rate_min_kbps>6828.968 rate_max_kbps>7764.880 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
17:26:17.615015 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31182 rtt_min_us>31019 rtt_max_us>31658 cwnd>25 cwnd_min>23 cwnd_max>25 rate_avg_kbps>8168.584 rate_min_kbps>7764.880 rate_max_kbps>8549.544 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
17:26:17.716728 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31116 rtt_min_us>31039 rtt_max_us>31494 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8987.934 rate_min_kbps>8549.544 rate_max_kbps>9350.464 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
