19:59:38.464047 START Mgen Version 5.1.1
19:59:48.464823 ON flow>4 srcPort>49032 dst>fd00:6::2/5101 
19:59:48.606886 PRAGUEINFO flow>4 window>0.142 samples>4 state>cong_avoid rtt_avg_us>23478 rtt_min_us>0 rtt_max_us>31312 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>251.640 rate_min_kbps>100.000 rate_max_kbps>421.440 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
19:59:48.716272 PRAGUEINFO flow>4 window>0.109 samples>8 state>in_cwr rtt_avg_us>31337 rtt_min_us>31283 rtt_max_us>31414 cwnd>3 cwnd_min>3 cwnd_max>3 rate_avg_kbps>620.263 rate_min_kbps>421.440 rate_max_kbps>778.320 alpha_avg>0.011719 alpha_min>0.000000 alpha_max>0.031250 inflight>3 sent>6 lost>0 total_lost>0
19:59:48.819939 PRAGUEINFO flow>4 window>0.104 samples>14 state>cong_avoid rtt_avg_us>31309 rtt_min_us>31229 rtt_max_us>31388 cwnd>6 cwnd_min>3 cwnd_max>6 rate_avg_kbps>1355.433 rate_min_kbps>767.304 rate_max_kbps>1811.024 alpha_avg>0.055261 alpha_min>0.031250 alpha_max>0.060547 inflight>5 sent>12 lost>0 total_lost>0
19:59:48.921605 PRAGUEINFO flow>4 window>0.102 samples>22 state>cong_avoid rtt_avg_us>31322 rtt_min_us>31173 rtt_max_us>31597 cwnd>8 cwnd_min>6 cwnd_max>8 rate_avg_kbps>2323.251 rate_min_kbps>1811.024 rate_max_kbps>2757.232 alpha_avg>0.048404 alpha_min>0.043849 alpha_max>0.053215 inflight>8 sent>20 lost>0 total_lost>0
19:59:49.025240 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31252 rtt_min_us>31157 rtt_max_us>31446 cwnd>11 cwnd_min>8 cwnd_max>11 rate_avg_kbps>3192.769 rate_min_kbps>2757.232 rate_max_kbps>3676.856 alpha_avg>0.050003 alpha_min>0.043849 alpha_max>0.053853 inflight>9 sent>27 lost>0 total_lost>0
19:59:49.128859 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31298 rtt_min_us>31173 rtt_max_us>31665 cwnd>13 cwnd_min>11 cwnd_max>13 rate_avg_kbps>4101.377 rate_min_kbps>3676.856 rate_max_kbps>4528.984 alpha_avg>0.046277 alpha_min>0.041601 alpha_max>0.050488 inflight>9 sent>27 lost>0 total_lost>0
19:59:49.230582 PRAGUEINFO flow>4 window>0.102 samples>35 state>cong_avoid rtt_avg_us>31179 rtt_min_us>31116 rtt_max_us>31275 cwnd>16 cwnd_min>13 cwnd_max>16 rate_avg_kbps>4936.020 rate_min_kbps>4528.984 rate_max_kbps>5313.368 alpha_avg>0.037667 alpha_min>0.034279 alpha_max>0.041601 inflight>12 sent>33 lost>0 total_lost>0
19:59:49.332252 PRAGUEINFO flow>4 window>0.102 samples>54 state>cong_avoid rtt_avg_us>31175 rtt_min_us>31097 rtt_max_us>31371 cwnd>19 cwnd_min>16 cwnd_max>19 rate_avg_kbps>5813.938 rate_min_kbps>5313.368 rate_max_kbps>6343.864 alpha_avg>0.031253 alpha_min>0.028246 alpha_max>0.034279 inflight>17 sent>52 lost>0 total_lost>0
19:59:49.433991 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31109 rtt_min_us>31043 rtt_max_us>31254 cwnd>22 cwnd_min>19 cwnd_max>22 rate_avg_kbps>6882.738 rate_min_kbps>6343.864 rate_max_kbps>7380.864 alpha_avg>0.025617 alpha_min>0.023274 alpha_max>0.028246 inflight>17 sent>53 lost>0 total_lost>0
19:59:49.535692 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31077 rtt_min_us>31018 rtt_max_us>31136 cwnd>24 cwnd_min>22 cwnd_max>24 rate_avg_kbps>7826.927 rate_min_kbps>7380.864 rate_max_kbps>8256.776 alpha_avg>0.020959 alpha_min>0.019178 alpha_max>0.023274 inflight>17 sent>53 lost>0 total_lost>0
19:59:49.637412 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31785 rtt_min_us>31054 rtt_max_us>33573 cwnd>26 cwnd_min>24 cwnd_max>26 rate_avg_kbps>8465.548 rate_min_kbps>7884.832 rate_max_kbps>9019.096 alpha_avg>0.017149 alpha_min>0.015804 alpha_max>0.019178 inflight>17 sent>53 lost>0 total_lost>0
