03:21:34.132792 START Mgen Version 5.1.1
03:21:44.133510 ON flow>4 srcPort>58682 dst>fd00:6::2/5101 
03:21:44.277497 PRAGUEINFO flow>4 window>0.144 samples>4 state>cong_avoid rtt_avg_us>24495 rtt_min_us>0 rtt_max_us>32719 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>241.206 rate_min_kbps>100.000 rate_max_kbps>403.704 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
03:21:44.383034 PRAGUEINFO flow>4 window>0.106 samples>8 state>cong_avoid rtt_avg_us>32369 rtt_min_us>32233 rtt_max_us>32543 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>678.880 rate_min_kbps>403.704 rate_max_kbps>1042.968 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
03:21:44.484749 PRAGUEINFO flow>4 window>0.102 samples>16 state>cong_avoid rtt_avg_us>31811 rtt_min_us>31441 rtt_max_us>32354 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1561.099 rate_min_kbps>1042.968 rate_max_kbps>2006.352 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>6 sent>14 lost>0 total_lost>0
03:21:44.586439 PRAGUEINFO flow>4 window>0.102 samples>24 state>cong_avoid rtt_avg_us>31319 rtt_min_us>31222 rtt_max_us>31441 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2554.713 rate_min_kbps>2006.352 rate_max_kbps>2983.136 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>22 lost>0 total_lost>0
03:21:44.690065 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31294 rtt_min_us>31201 rtt_max_us>31439 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3517.585 rate_min_kbps>2983.136 rate_max_kbps>3987.752 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
03:21:44.793692 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31361 rtt_min_us>31198 rtt_max_us>31658 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4369.884 rate_min_kbps>3987.752 rate_max_kbps>4702.960 alpha_avg>0.002379 alpha_min>0.000000 alpha_max>0.006944 inflight>9 sent>27 lost>0 total_lost>0
03:21:44.895402 PRAGUEINFO flow>4 window>0.102 samples>42 state>cong_avoid rtt_avg_us>31300 rtt_min_us>31187 rtt_max_us>31645 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5174.247 rate_min_kbps>4702.960 rate_max_kbps>5578.840 alpha_avg>0.006010 alpha_min>0.005364 alpha_max>0.006510 inflight>16 sent>40 lost>0 total_lost>0
03:21:44.997104 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31221 rtt_min_us>31164 rtt_max_us>31336 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6142.567 rate_min_kbps>5578.840 rate_max_kbps>6691.776 alpha_avg>0.004986 alpha_min>0.004421 alpha_max>0.005364 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.098824 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31178 rtt_min_us>31122 rtt_max_us>31242 cwnd>22 cwnd_min>20 cwnd_max>22 rate_avg_kbps>7133.763 rate_min_kbps>6691.776 rate_max_kbps>7595.336 alpha_avg>0.008213 alpha_min>0.004421 alpha_max>0.011008 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.200533 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31257 rtt_min_us>31144 rtt_max_us>31419 cwnd>25 cwnd_min>22 cwnd_max>25 rate_avg_kbps>7998.363 rate_min_kbps>7595.336 rate_max_kbps>8424.904 alpha_avg>0.009470 alpha_min>0.008505 alpha_max>0.010321 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.302245 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31452 rtt_min_us>31206 rtt_max_us>32376 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8741.119 rate_min_kbps>8423.128 rate_max_kbps>9123.112 alpha_avg>0.008200 alpha_min>0.007476 alpha_max>0.010480 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.403947 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31314 rtt_min_us>31199 rtt_max_us>31463 cwnd>28 cwnd_min>27 cwnd_max>28 rate_avg_kbps>9397.545 rate_min_kbps>9123.112 rate_max_kbps>9643.376 alpha_avg>0.015393 alpha_min>0.010480 alpha_max>0.021668 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.505653 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31326 rtt_min_us>31211 rtt_max_us>31458 cwnd>30 cwnd_min>28 cwnd_max>30 rate_avg_kbps>9977.128 rate_min_kbps>9643.376 rate_max_kbps>10327.368 alpha_avg>0.020043 alpha_min>0.017855 alpha_max>0.021668 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.607365 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31324 rtt_min_us>31214 rtt_max_us>31603 cwnd>32 cwnd_min>30 cwnd_max>32 rate_avg_kbps>10635.902 rate_min_kbps>10327.368 rate_max_kbps>10943.552 alpha_avg>0.016551 alpha_min>0.014712 alpha_max>0.017855 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.709056 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31344 rtt_min_us>31170 rtt_max_us>31666 cwnd>34 cwnd_min>32 cwnd_max>34 rate_avg_kbps>11249.723 rate_min_kbps>10889.688 rate_max_kbps>11586.640 alpha_avg>0.013673 alpha_min>0.012124 alpha_max>0.014712 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.810778 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31277 rtt_min_us>31189 rtt_max_us>31372 cwnd>36 cwnd_min>34 cwnd_max>36 rate_avg_kbps>11879.967 rate_min_kbps>11586.640 rate_max_kbps>12183.360 alpha_avg>0.011204 alpha_min>0.009992 alpha_max>0.012124 inflight>17 sent>53 lost>0 total_lost>0
03:21:45.912495 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31263 rtt_min_us>31192 rtt_max_us>31411 cwnd>37 cwnd_min>36 cwnd_max>37 rate_avg_kbps>12491.769 rate_min_kbps>12172.744 rate_max_kbps>12804.976 alpha_avg>0.009159 alpha_min>0.008235 alpha_max>0.009992 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.014204 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31249 rtt_min_us>31174 rtt_max_us>31359 cwnd>39 cwnd_min>37 cwnd_max>39 rate_avg_kbps>13104.606 rate_min_kbps>12759.240 rate_max_kbps>13443.928 alpha_avg>0.007495 alpha_min>0.006786 alpha_max>0.008235 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.115922 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31230 rtt_min_us>31154 rtt_max_us>31318 cwnd>41 cwnd_min>39 cwnd_max>41 rate_avg_kbps>13720.626 rate_min_kbps>13419.288 rate_max_kbps>14030.752 alpha_avg>0.006134 alpha_min>0.005593 alpha_max>0.006786 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.217630 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31220 rtt_min_us>31148 rtt_max_us>31299 cwnd>43 cwnd_min>41 cwnd_max>43 rate_avg_kbps>14332.996 rate_min_kbps>14023.168 rate_max_kbps>14646.336 alpha_avg>0.005020 alpha_min>0.004610 alpha_max>0.005593 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.319316 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31418 rtt_min_us>31191 rtt_max_us>31828 cwnd>44 cwnd_min>43 cwnd_max>44 rate_avg_kbps>14840.478 rate_min_kbps>14513.752 rate_max_kbps>15148.784 alpha_avg>0.004112 alpha_min>0.003799 alpha_max>0.004610 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.421022 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31347 rtt_min_us>31241 rtt_max_us>31521 cwnd>45 cwnd_min>44 cwnd_max>45 rate_avg_kbps>15316.613 rate_min_kbps>15102.944 rate_max_kbps>15501.376 alpha_avg>0.009286 alpha_min>0.003799 alpha_max>0.012908 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.522726 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31497 rtt_min_us>31253 rtt_max_us>32268 cwnd>46 cwnd_min>45 cwnd_max>46 rate_avg_kbps>15563.547 rate_min_kbps>15141.944 rate_max_kbps>15789.616 alpha_avg>0.012972 alpha_min>0.011346 alpha_max>0.016887 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.624425 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31388 rtt_min_us>31283 rtt_max_us>31563 cwnd>47 cwnd_min>46 cwnd_max>47 rate_avg_kbps>15993.890 rate_min_kbps>15777.728 rate_max_kbps>16222.536 alpha_avg>0.015205 alpha_min>0.013916 alpha_max>0.016887 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.726142 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31351 rtt_min_us>31257 rtt_max_us>31508 cwnd>49 cwnd_min>47 cwnd_max>49 rate_avg_kbps>16435.635 rate_min_kbps>16196.112 rate_max_kbps>16688.104 alpha_avg>0.012532 alpha_min>0.011467 alpha_max>0.013916 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.827845 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31358 rtt_min_us>31258 rtt_max_us>31472 cwnd>50 cwnd_min>49 cwnd_max>50 rate_avg_kbps>16979.243 rate_min_kbps>16665.840 rate_max_kbps>17308.656 alpha_avg>0.010267 alpha_min>0.009450 alpha_max>0.011467 inflight>17 sent>53 lost>0 total_lost>0
03:21:46.929557 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31446 rtt_min_us>31288 rtt_max_us>31822 cwnd>52 cwnd_min>50 cwnd_max>52 rate_avg_kbps>17513.561 rate_min_kbps>17263.040 rate_max_kbps>17771.784 alpha_avg>0.008390 alpha_min>0.007788 alpha_max>0.009450 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.031262 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31334 rtt_min_us>31221 rtt_max_us>31487 cwnd>53 cwnd_min>52 cwnd_max>53 rate_avg_kbps>17964.748 rate_min_kbps>17692.760 rate_max_kbps>18221.592 alpha_avg>0.010261 alpha_min>0.007788 alpha_max>0.010977 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.132955 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31254 rtt_min_us>31177 rtt_max_us>31340 cwnd>54 cwnd_min>53 cwnd_max>54 rate_avg_kbps>18385.210 rate_min_kbps>18167.552 rate_max_kbps>18618.272 alpha_avg>0.008446 alpha_min>0.007455 alpha_max>0.009046 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.233549 PRAGUEINFO flow>4 window>0.101 samples>55 state>cong_avoid rtt_avg_us>31218 rtt_min_us>31162 rtt_max_us>31317 cwnd>55 cwnd_min>54 cwnd_max>55 rate_avg_kbps>18838.515 rate_min_kbps>18603.480 rate_max_kbps>19168.952 alpha_avg>0.006913 alpha_min>0.006144 alpha_max>0.007455 inflight>16 sent>52 lost>0 total_lost>0
03:21:47.333554 PRAGUEINFO flow>4 window>0.100 samples>54 state>cong_avoid rtt_avg_us>31232 rtt_min_us>31155 rtt_max_us>31331 cwnd>57 cwnd_min>55 cwnd_max>57 rate_avg_kbps>19422.398 rate_min_kbps>19163.560 rate_max_kbps>19697.992 alpha_avg>0.005669 alpha_min>0.005064 alpha_max>0.006144 inflight>16 sent>52 lost>0 total_lost>0
03:21:47.433557 PRAGUEINFO flow>4 window>0.100 samples>54 state>cong_avoid rtt_avg_us>31305 rtt_min_us>31224 rtt_max_us>31469 cwnd>59 cwnd_min>57 cwnd_max>59 rate_avg_kbps>19970.980 rate_min_kbps>19672.792 rate_max_kbps>20245.320 alpha_avg>0.004657 alpha_min>0.004174 alpha_max>0.005064 inflight>16 sent>52 lost>0 total_lost>0
03:21:47.534029 PRAGUEINFO flow>4 window>0.100 samples>55 state>cong_avoid rtt_avg_us>31354 rtt_min_us>31240 rtt_max_us>31563 cwnd>61 cwnd_min>59 cwnd_max>61 rate_avg_kbps>20537.361 rate_min_kbps>20225.576 rate_max_kbps>20887.216 alpha_avg>0.003818 alpha_min>0.003441 alpha_max>0.004174 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.635745 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31349 rtt_min_us>31260 rtt_max_us>31512 cwnd>62 cwnd_min>61 cwnd_max>62 rate_avg_kbps>21143.064 rate_min_kbps>20790.288 rate_max_kbps>21460.680 alpha_avg>0.003129 alpha_min>0.002836 alpha_max>0.003441 inflight>18 sent>53 lost>0 total_lost>0
03:21:47.737451 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31322 rtt_min_us>31230 rtt_max_us>31456 cwnd>64 cwnd_min>62 cwnd_max>64 rate_avg_kbps>21765.574 rate_min_kbps>21387.120 rate_max_kbps>22105.912 alpha_avg>0.002576 alpha_min>0.002338 alpha_max>0.002836 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.839161 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31323 rtt_min_us>31219 rtt_max_us>31442 cwnd>66 cwnd_min>64 cwnd_max>66 rate_avg_kbps>22370.094 rate_min_kbps>22004.744 rate_max_kbps>22685.816 alpha_avg>0.002129 alpha_min>0.001928 alpha_max>0.002338 inflight>17 sent>53 lost>0 total_lost>0
03:21:47.940864 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31357 rtt_min_us>31262 rtt_max_us>31608 cwnd>68 cwnd_min>66 cwnd_max>68 rate_avg_kbps>22948.624 rate_min_kbps>22587.944 rate_max_kbps>23280.344 alpha_avg>0.001745 alpha_min>0.001590 alpha_max>0.001928 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.042582 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31316 rtt_min_us>31249 rtt_max_us>31438 cwnd>69 cwnd_min>68 cwnd_max>69 rate_avg_kbps>23583.387 rate_min_kbps>23248.544 rate_max_kbps>23912.056 alpha_avg>0.001429 alpha_min>0.001311 alpha_max>0.001590 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.144283 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31280 rtt_min_us>31202 rtt_max_us>31424 cwnd>71 cwnd_min>69 cwnd_max>71 rate_avg_kbps>24216.570 rate_min_kbps>23844.992 rate_max_kbps>24552.232 alpha_avg>0.001171 alpha_min>0.001082 alpha_max>0.001311 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.245997 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31414 rtt_min_us>31198 rtt_max_us>31762 cwnd>72 cwnd_min>71 cwnd_max>72 rate_avg_kbps>24628.235 rate_min_kbps>24280.088 rate_max_kbps>24894.280 alpha_avg>0.003042 alpha_min>0.001016 alpha_max>0.004424 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.347710 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31258 rtt_min_us>31197 rtt_max_us>31338 cwnd>73 cwnd_min>72 cwnd_max>73 rate_avg_kbps>24988.750 rate_min_kbps>24788.336 rate_max_kbps>25165.816 alpha_avg>0.006972 alpha_min>0.004148 alpha_max>0.007565 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.449398 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31332 rtt_min_us>31201 rtt_max_us>31545 cwnd>73 cwnd_min>73 cwnd_max>73 rate_avg_kbps>25199.595 rate_min_kbps>24934.232 rate_max_kbps>25327.624 alpha_avg>0.005809 alpha_min>0.005139 alpha_max>0.006236 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.551126 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31438 rtt_min_us>31268 rtt_max_us>31638 cwnd>75 cwnd_min>73 cwnd_max>75 rate_avg_kbps>25472.713 rate_min_kbps>25221.360 rate_max_kbps>25809.800 alpha_avg>0.004755 alpha_min>0.004236 alpha_max>0.005139 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.652828 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31500 rtt_min_us>31330 rtt_max_us>31766 cwnd>77 cwnd_min>75 cwnd_max>77 rate_avg_kbps>26008.129 rate_min_kbps>25594.888 rate_max_kbps>26381.064 alpha_avg>0.003892 alpha_min>0.003491 alpha_max>0.004236 inflight>18 sent>53 lost>0 total_lost>0
03:21:48.754530 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31445 rtt_min_us>31276 rtt_max_us>31728 cwnd>78 cwnd_min>77 cwnd_max>78 rate_avg_kbps>26594.524 rate_min_kbps>26185.160 rate_max_kbps>26860.952 alpha_avg>0.003724 alpha_min>0.003070 alpha_max>0.006554 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.856269 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31605 rtt_min_us>31290 rtt_max_us>32094 cwnd>78 cwnd_min>78 cwnd_max>78 rate_avg_kbps>26599.390 rate_min_kbps>26145.000 rate_max_kbps>26856.280 alpha_avg>0.009647 alpha_min>0.006554 alpha_max>0.015395 inflight>17 sent>53 lost>0 total_lost>0
03:21:48.957960 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31439 rtt_min_us>31298 rtt_max_us>31757 cwnd>79 cwnd_min>78 cwnd_max>79 rate_avg_kbps>26906.307 rate_min_kbps>26525.728 rate_max_kbps>27146.720 alpha_avg>0.014093 alpha_min>0.012688 alpha_max>0.015395 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.059660 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31375 rtt_min_us>31291 rtt_max_us>31497 cwnd>79 cwnd_min>79 cwnd_max>79 rate_avg_kbps>27209.560 rate_min_kbps>26998.608 rate_max_kbps>27373.480 alpha_avg>0.011575 alpha_min>0.010456 alpha_max>0.012688 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.161359 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31413 rtt_min_us>31324 rtt_max_us>31566 cwnd>81 cwnd_min>79 cwnd_max>81 rate_avg_kbps>27553.101 rate_min_kbps>27185.968 rate_max_kbps>27851.312 alpha_avg>0.009472 alpha_min>0.008616 alpha_max>0.010456 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.263044 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31351 rtt_min_us>31247 rtt_max_us>31458 cwnd>83 cwnd_min>81 cwnd_max>83 rate_avg_kbps>28206.124 rate_min_kbps>27827.904 rate_max_kbps>28555.104 alpha_avg>0.007751 alpha_min>0.007101 alpha_max>0.008616 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.364742 PRAGUEINFO flow>4 window>0.102 samples>55 state>in_cwr rtt_avg_us>31328 rtt_min_us>31251 rtt_max_us>31843 cwnd>84 cwnd_min>83 cwnd_max>84 rate_avg_kbps>28795.380 rate_min_kbps>28476.256 rate_max_kbps>29043.112 alpha_avg>0.006342 alpha_min>0.005852 alpha_max>0.007101 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.466463 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31350 rtt_min_us>31228 rtt_max_us>31843 cwnd>85 cwnd_min>84 cwnd_max>85 rate_avg_kbps>29042.415 rate_min_kbps>28476.256 rate_max_kbps>29252.216 alpha_avg>0.008452 alpha_min>0.005852 alpha_max>0.009162 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.568165 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31329 rtt_min_us>31233 rtt_max_us>31525 cwnd>85 cwnd_min>85 cwnd_max>85 rate_avg_kbps>29292.190 rate_min_kbps>29154.312 rate_max_kbps>29416.288 alpha_avg>0.007067 alpha_min>0.006223 alpha_max>0.008054 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.669870 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31450 rtt_min_us>31306 rtt_max_us>31759 cwnd>87 cwnd_min>85 cwnd_max>87 rate_avg_kbps>29500.724 rate_min_kbps>29022.104 rate_max_kbps>29845.856 alpha_avg>0.005842 alpha_min>0.005470 alpha_max>0.006223 inflight>18 sent>53 lost>0 total_lost>0
03:21:49.771581 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31424 rtt_min_us>31274 rtt_max_us>31698 cwnd>88 cwnd_min>87 cwnd_max>88 rate_avg_kbps>30107.487 rate_min_kbps>29700.008 rate_max_kbps>30409.104 alpha_avg>0.004832 alpha_min>0.004508 alpha_max>0.005470 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.873288 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31480 rtt_min_us>31316 rtt_max_us>31828 cwnd>90 cwnd_min>88 cwnd_max>90 rate_avg_kbps>30653.112 rate_min_kbps>30278.504 rate_max_kbps>31011.640 alpha_avg>0.003997 alpha_min>0.003716 alpha_max>0.004508 inflight>17 sent>53 lost>0 total_lost>0
03:21:49.974994 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31458 rtt_min_us>31303 rtt_max_us>31735 cwnd>92 cwnd_min>90 cwnd_max>92 rate_avg_kbps>31272.616 rate_min_kbps>30736.064 rate_max_kbps>31649.584 alpha_avg>0.003302 alpha_min>0.003062 alpha_max>0.003716 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.076698 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31471 rtt_min_us>31325 rtt_max_us>31801 cwnd>94 cwnd_min>92 cwnd_max>94 rate_avg_kbps>31858.039 rate_min_kbps>31537.248 rate_max_kbps>32228.296 alpha_avg>0.002735 alpha_min>0.002524 alpha_max>0.003062 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.178410 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31377 rtt_min_us>31278 rtt_max_us>31593 cwnd>95 cwnd_min>94 cwnd_max>95 rate_avg_kbps>32555.834 rate_min_kbps>32191.584 rate_max_kbps>32866.272 alpha_avg>0.002252 alpha_min>0.002081 alpha_max>0.002524 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.280113 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31521 rtt_min_us>31334 rtt_max_us>32161 cwnd>97 cwnd_min>95 cwnd_max>97 rate_avg_kbps>33005.602 rate_min_kbps>32608.072 rate_max_kbps>33207.216 alpha_avg>0.001846 alpha_min>0.001717 alpha_max>0.002081 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.381822 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31614 rtt_min_us>31359 rtt_max_us>32139 cwnd>99 cwnd_min>97 cwnd_max>99 rate_avg_kbps>33503.182 rate_min_kbps>32684.792 rate_max_kbps>33915.360 alpha_avg>0.001509 alpha_min>0.001328 alpha_max>0.001717 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.483530 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31387 rtt_min_us>31226 rtt_max_us>31696 cwnd>99 cwnd_min>99 cwnd_max>99 rate_avg_kbps>34129.194 rate_min_kbps>33810.480 rate_max_kbps>34361.032 alpha_avg>0.006251 alpha_min>0.001328 alpha_max>0.008598 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.585237 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31482 rtt_min_us>31243 rtt_max_us>31928 cwnd>99 cwnd_min>99 cwnd_max>99 rate_avg_kbps>34102.872 rate_min_kbps>33562.448 rate_max_kbps>34440.232 alpha_avg>0.009419 alpha_min>0.007558 alpha_max>0.010557 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.686944 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31411 rtt_min_us>31287 rtt_max_us>31534 cwnd>100 cwnd_min>99 cwnd_max>100 rate_avg_kbps>34258.897 rate_min_kbps>34064.744 rate_max_kbps>34439.144 alpha_avg>0.010110 alpha_min>0.008700 alpha_max>0.011832 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.788651 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31672 rtt_min_us>31377 rtt_max_us>32131 cwnd>100 cwnd_min>99 cwnd_max>100 rate_avg_kbps>34016.656 rate_min_kbps>33442.840 rate_max_kbps>34366.480 alpha_avg>0.011862 alpha_min>0.010400 alpha_max>0.013426 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.890363 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31539 rtt_min_us>31308 rtt_max_us>31838 cwnd>100 cwnd_min>100 cwnd_max>100 rate_avg_kbps>34278.914 rate_min_kbps>33867.600 rate_max_kbps>34526.056 alpha_avg>0.011536 alpha_min>0.010373 alpha_max>0.012588 inflight>17 sent>53 lost>0 total_lost>0
03:21:50.992065 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31458 rtt_min_us>31277 rtt_max_us>31806 cwnd>101 cwnd_min>100 cwnd_max>101 rate_avg_kbps>34561.029 rate_min_kbps>34261.480 rate_max_kbps>34734.176 alpha_avg>0.009540 alpha_min>0.008549 alpha_max>0.010373 inflight>17 sent>53 lost>0 total_lost>0
03:21:51.093775 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31437 rtt_min_us>31304 rtt_max_us>31702 cwnd>102 cwnd_min>101 cwnd_max>102 rate_avg_kbps>34906.296 rate_min_kbps>34536.152 rate_max_kbps>35266.352 alpha_avg>0.007862 alpha_min>0.007045 alpha_max>0.008549 inflight>17 sent>53 lost>0 total_lost>0
