03:34:00.754953 START Mgen Version 5.1.1
03:34:10.755638 ON flow>4 srcPort>38651 dst>fd00:6::2/5101 
03:34:10.899607 PRAGUEINFO flow>4 window>0.144 samples>4 state>cong_avoid rtt_avg_us>24298 rtt_min_us>0 rtt_max_us>32430 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>243.142 rate_min_kbps>100.000 rate_max_kbps>406.760 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
03:34:11.007074 PRAGUEINFO flow>4 window>0.107 samples>7 state>cong_avoid rtt_avg_us>32139 rtt_min_us>31887 rtt_max_us>32334 cwnd>3 cwnd_min>3 cwnd_max>3 rate_avg_kbps>573.538 rate_min_kbps>395.400 rate_max_kbps>915.040 alpha_avg>0.043527 alpha_min>0.000000 alpha_max>0.062500 inflight>2 sent>5 lost>0 total_lost>0
03:34:11.108815 PRAGUEINFO flow>4 window>0.102 samples>13 state>cong_avoid rtt_avg_us>32055 rtt_min_us>31782 rtt_max_us>32477 cwnd>5 cwnd_min>3 cwnd_max>5 rate_avg_kbps>1316.183 rate_min_kbps>915.040 rate_max_kbps>1705.928 alpha_avg>0.053663 alpha_min>0.048280 alpha_max>0.058594 inflight>5 sent>11 lost>0 total_lost>0
03:34:11.210484 PRAGUEINFO flow>4 window>0.102 samples>21 state>cong_avoid rtt_avg_us>31494 rtt_min_us>31327 rtt_max_us>31782 cwnd>8 cwnd_min>5 cwnd_max>8 rate_avg_kbps>2244.358 rate_min_kbps>1705.928 rate_max_kbps>2720.216 alpha_avg>0.044921 alpha_min>0.039783 alpha_max>0.048280 inflight>7 sent>19 lost>0 total_lost>0
03:34:11.314109 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31322 rtt_min_us>31302 rtt_max_us>31352 cwnd>11 cwnd_min>8 cwnd_max>11 rate_avg_kbps>3212.395 rate_min_kbps>2720.216 rate_max_kbps>3719.128 alpha_avg>0.037189 alpha_min>0.032781 alpha_max>0.039783 inflight>9 sent>27 lost>0 total_lost>0
03:34:11.417736 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31380 rtt_min_us>31318 rtt_max_us>31548 cwnd>14 cwnd_min>11 cwnd_max>14 rate_avg_kbps>4141.498 rate_min_kbps>3719.128 rate_max_kbps>4538.672 alpha_avg>0.030643 alpha_min>0.027011 alpha_max>0.032781 inflight>9 sent>27 lost>0 total_lost>0
03:34:11.519446 PRAGUEINFO flow>4 window>0.102 samples>36 state>cong_avoid rtt_avg_us>31487 rtt_min_us>31396 rtt_max_us>31627 cwnd>16 cwnd_min>14 cwnd_max>16 rate_avg_kbps>4934.566 rate_min_kbps>4538.672 rate_max_kbps>5266.888 alpha_avg>0.024915 alpha_min>0.022258 alpha_max>0.027011 inflight>15 sent>34 lost>0 total_lost>0
03:34:11.621149 PRAGUEINFO flow>4 window>0.102 samples>52 state>cong_avoid rtt_avg_us>31431 rtt_min_us>31338 rtt_max_us>31577 cwnd>19 cwnd_min>16 cwnd_max>19 rate_avg_kbps>5811.898 rate_min_kbps>5266.888 rate_max_kbps>6322.360 alpha_avg>0.020621 alpha_min>0.018341 alpha_max>0.022258 inflight>17 sent>50 lost>0 total_lost>0
03:34:11.722858 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31385 rtt_min_us>31283 rtt_max_us>31513 cwnd>22 cwnd_min>19 cwnd_max>22 rate_avg_kbps>6832.537 rate_min_kbps>6322.360 rate_max_kbps>7310.112 alpha_avg>0.017042 alpha_min>0.015114 alpha_max>0.018341 inflight>17 sent>53 lost>0 total_lost>0
03:34:11.824563 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31352 rtt_min_us>31245 rtt_max_us>31510 cwnd>24 cwnd_min>22 cwnd_max>24 rate_avg_kbps>7768.700 rate_min_kbps>7310.112 rate_max_kbps>8196.240 alpha_avg>0.013998 alpha_min>0.012455 alpha_max>0.015114 inflight>17 sent>53 lost>0 total_lost>0
03:34:11.926274 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31319 rtt_min_us>31248 rtt_max_us>31415 cwnd>26 cwnd_min>24 cwnd_max>26 rate_avg_kbps>8606.303 rate_min_kbps>8196.240 rate_max_kbps>8975.512 alpha_avg>0.011455 alpha_min>0.010263 alpha_max>0.012455 inflight>17 sent>53 lost>0 total_lost>0
03:34:12.027977 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31371 rtt_min_us>31289 rtt_max_us>31499 cwnd>28 cwnd_min>26 cwnd_max>28 rate_avg_kbps>9345.298 rate_min_kbps>8974.768 rate_max_kbps>9697.936 alpha_avg>0.009374 alpha_min>0.008458 alpha_max>0.010263 inflight>18 sent>53 lost>0 total_lost>0
03:34:12.129707 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31437 rtt_min_us>31306 rtt_max_us>31709 cwnd>30 cwnd_min>28 cwnd_max>30 rate_avg_kbps>10021.397 rate_min_kbps>9684.384 rate_max_kbps>10339.144 alpha_avg>0.007671 alpha_min>0.006970 alpha_max>0.008458 inflight>17 sent>53 lost>0 total_lost>0
03:34:12.231393 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31402 rtt_min_us>31283 rtt_max_us>31624 cwnd>32 cwnd_min>30 cwnd_max>32 rate_avg_kbps>10684.693 rate_min_kbps>10307.616 rate_max_kbps>11013.832 alpha_avg>0.006278 alpha_min>0.005745 alpha_max>0.006970 inflight>17 sent>53 lost>0 total_lost>0
03:34:12.333101 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31315 rtt_min_us>31235 rtt_max_us>31453 cwnd>34 cwnd_min>32 cwnd_max>34 rate_avg_kbps>11295.819 rate_min_kbps>11013.832 rate_max_kbps>11600.992 alpha_avg>0.007214 alpha_min>0.005386 alpha_max>0.008726 inflight>17 sent>53 lost>0 total_lost>0
03:34:12.434809 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31333 rtt_min_us>31258 rtt_max_us>31410 cwnd>36 cwnd_min>34 cwnd_max>36 rate_avg_kbps>11866.999 rate_min_kbps>11600.992 rate_max_kbps>12162.880 alpha_avg>0.007263 alpha_min>0.006742 alpha_max>0.008182 inflight>17 sent>53 lost>0 total_lost>0
