18:26:16.169277 START Mgen Version 5.1.1
18:26:26.170187 ON flow>1 srcPort>39531 dst>fd00:6::2/5201 
18:26:26.201337 CONNECT flow>1 srcPort>39531 dst>fd00:6::2/5201 
18:26:26.370212 TCPINFO flow>1 window>0.169 samples>83 rtt_avg_us>31267 rtt_min_us>31071 rtt_max_us>31511 cwnd>13 cwnd_min>10 cwnd_max>13 throughput_kbps>4051.362 goodput_kbps>3297.039 retrans>0 total_retrans>0 bytes_acked>69585
18:26:26.504607 TCPINFO flow>1 window>0.134 samples>53 rtt_avg_us>31489 rtt_min_us>31047 rtt_max_us>33077 cwnd>18 cwnd_min>13 cwnd_max>18 throughput_kbps>5169.240 goodput_kbps>4930.660 retrans>0 total_retrans>0 bytes_acked>152417
18:26:26.619974 TCPINFO flow>1 window>0.115 samples>63 rtt_avg_us>32533 rtt_min_us>32463 rtt_max_us>32660 cwnd>21 cwnd_min>18 cwnd_max>21 throughput_kbps>6392.400 goodput_kbps>6114.469 retrans>0 total_retrans>0 bytes_acked>240593
18:26:26.754261 TCPINFO flow>1 window>0.134 samples>89 rtt_avg_us>32568 rtt_min_us>32232 rtt_max_us>32776 cwnd>25 cwnd_min>21 cwnd_max>25 throughput_kbps>7640.710 goodput_kbps>7322.347 retrans>0 total_retrans>0 bytes_acked>363505
18:26:26.870209 TCPINFO flow>1 window>0.116 samples>134 rtt_avg_us>32134 rtt_min_us>32006 rtt_max_us>32436 cwnd>28 cwnd_min>25 cwnd_max>28 throughput_kbps>8849.208 goodput_kbps>8480.491 retrans>0 total_retrans>0 bytes_acked>486417
18:26:26.970214 TCPINFO flow>1 window>0.100 samples>69 rtt_avg_us>32073 rtt_min_us>32030 rtt_max_us>32376 cwnd>31 cwnd_min>28 cwnd_max>31 throughput_kbps>9832.468 goodput_kbps>9404.970 retrans>0 total_retrans>0 bytes_acked>603985
18:26:27.070312 TCPINFO flow>1 window>0.100 samples>94 rtt_avg_us>32075 rtt_min_us>31965 rtt_max_us>32243 cwnd>34 cwnd_min>31 cwnd_max>34 throughput_kbps>10784.311 goodput_kbps>10463.985 retrans>0 total_retrans>0 bytes_acked>734913
18:26:27.204641 TCPINFO flow>1 window>0.134 samples>114 rtt_avg_us>32255 rtt_min_us>31815 rtt_max_us>32532 cwnd>38 cwnd_min>34 cwnd_max>38 throughput_kbps>11775.745 goodput_kbps>11537.047 retrans>0 total_retrans>0 bytes_acked>928633
18:26:27.317846 TCPINFO flow>1 window>0.113 samples>139 rtt_avg_us>31963 rtt_min_us>31626 rtt_max_us>32034 cwnd>42 cwnd_min>38 cwnd_max>42 throughput_kbps>13689.855 goodput_kbps>13406.616 retrans>0 total_retrans>0 bytes_acked>1118345
18:26:27.420850 TCPINFO flow>1 window>0.103 samples>131 rtt_avg_us>31685 rtt_min_us>31626 rtt_max_us>31770 cwnd>45 cwnd_min>42 cwnd_max>45 throughput_kbps>14734.340 goodput_kbps>14319.289 retrans>0 total_retrans>0 bytes_acked>1302713
18:26:27.558588 TCPINFO flow>1 window>0.138 samples>190 rtt_avg_us>31781 rtt_min_us>31616 rtt_max_us>32062 cwnd>49 cwnd_min>45 cwnd_max>49 throughput_kbps>15674.512 goodput_kbps>15519.319 retrans>0 total_retrans>0 bytes_acked>1569913
