18:31:35.331917 START Mgen Version 5.1.1
18:31:45.332643 ON flow>4 srcPort>59243 dst>fd00:6::2/5101 
18:31:45.480455 PRAGUEINFO flow>4 window>0.148 samples>4 state>cong_avoid rtt_avg_us>26324 rtt_min_us>0 rtt_max_us>35275 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>225.330 rate_min_kbps>100.000 rate_max_kbps>376.664 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
18:31:45.589836 PRAGUEINFO flow>4 window>0.109 samples>8 state>cong_avoid rtt_avg_us>34035 rtt_min_us>33213 rtt_max_us>34748 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>666.363 rate_min_kbps>376.664 rate_max_kbps>1015.008 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
18:31:45.691546 PRAGUEINFO flow>4 window>0.102 samples>15 state>cong_avoid rtt_avg_us>32233 rtt_min_us>31542 rtt_max_us>33213 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1529.084 rate_min_kbps>1015.008 rate_max_kbps>1999.408 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>5 sent>13 lost>0 total_lost>0
18:31:45.795169 PRAGUEINFO flow>4 window>0.104 samples>24 state>cong_avoid rtt_avg_us>31451 rtt_min_us>31205 rtt_max_us>31708 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2500.060 rate_min_kbps>1999.408 rate_max_kbps>3005.144 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>8 sent>22 lost>0 total_lost>0
18:31:45.898795 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31109 rtt_min_us>31037 rtt_max_us>31205 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3501.423 rate_min_kbps>3005.144 rate_max_kbps>3984.048 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
18:31:46.002428 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31073 rtt_min_us>31040 rtt_max_us>31108 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4395.858 rate_min_kbps>3984.048 rate_max_kbps>4789.632 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
18:31:46.104138 PRAGUEINFO flow>4 window>0.102 samples>44 state>cong_avoid rtt_avg_us>31335 rtt_min_us>31026 rtt_max_us>32369 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5181.571 rate_min_kbps>4789.632 rate_max_kbps>5648.568 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>16 sent>42 lost>0 total_lost>0
18:31:46.205835 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31021 rtt_min_us>30958 rtt_max_us>31144 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6220.779 rate_min_kbps>5648.568 rate_max_kbps>6774.704 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
18:31:46.307545 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31004 rtt_min_us>30966 rtt_max_us>31449 cwnd>23 cwnd_min>20 cwnd_max>23 rate_avg_kbps>7250.323 rate_min_kbps>6774.704 rate_max_kbps>7685.664 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
18:31:46.409247 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31084 rtt_min_us>30974 rtt_max_us>31449 cwnd>25 cwnd_min>23 cwnd_max>25 rate_avg_kbps>8130.201 rate_min_kbps>7613.024 rate_max_kbps>8557.768 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
18:31:46.510965 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31028 rtt_min_us>30973 rtt_max_us>31079 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8953.062 rate_min_kbps>8557.768 rate_max_kbps>9334.408 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
