02:34:39.013439 START Mgen Version 5.1.1
02:34:49.014237 ON flow>4 srcPort>39712 dst>fd00:6::2/5101 
02:34:49.158213 PRAGUEINFO flow>4 window>0.144 samples>4 state>cong_avoid rtt_avg_us>24506 rtt_min_us>0 rtt_max_us>32741 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>241.120 rate_min_kbps>100.000 rate_max_kbps>403.712 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
02:34:49.263786 PRAGUEINFO flow>4 window>0.106 samples>8 state>cong_avoid rtt_avg_us>32299 rtt_min_us>31965 rtt_max_us>32542 cwnd>4 cwnd_min>3 cwnd_max>4 rate_avg_kbps>681.104 rate_min_kbps>403.712 rate_max_kbps>1055.656 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>6 lost>0 total_lost>0
02:34:49.365468 PRAGUEINFO flow>4 window>0.102 samples>16 state>cong_avoid rtt_avg_us>31576 rtt_min_us>31339 rtt_max_us>31965 cwnd>6 cwnd_min>4 cwnd_max>6 rate_avg_kbps>1571.899 rate_min_kbps>1055.656 rate_max_kbps>2011.664 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>6 sent>14 lost>0 total_lost>0
02:34:49.469094 PRAGUEINFO flow>4 window>0.104 samples>24 state>cong_avoid rtt_avg_us>31424 rtt_min_us>31269 rtt_max_us>31696 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2546.329 rate_min_kbps>2011.664 rate_max_kbps>2976.312 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>22 lost>0 total_lost>0
02:34:49.572716 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31246 rtt_min_us>31144 rtt_max_us>31511 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3522.116 rate_min_kbps>2976.312 rate_max_kbps>4010.040 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
02:34:49.676346 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31421 rtt_min_us>31151 rtt_max_us>31997 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4377.280 rate_min_kbps>4010.040 rate_max_kbps>4721.864 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
02:34:49.778055 PRAGUEINFO flow>4 window>0.102 samples>44 state>cong_avoid rtt_avg_us>31246 rtt_min_us>31117 rtt_max_us>31697 cwnd>17 cwnd_min>14 cwnd_max>17 rate_avg_kbps>5215.458 rate_min_kbps>4721.864 rate_max_kbps>5674.208 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>16 sent>42 lost>0 total_lost>0
02:34:49.879798 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31121 rtt_min_us>31068 rtt_max_us>31156 cwnd>20 cwnd_min>17 cwnd_max>20 rate_avg_kbps>6223.257 rate_min_kbps>5674.208 rate_max_kbps>6757.112 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
02:34:49.981480 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31111 rtt_min_us>31072 rtt_max_us>31162 cwnd>23 cwnd_min>20 cwnd_max>23 rate_avg_kbps>7245.385 rate_min_kbps>6757.112 rate_max_kbps>7707.552 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.083202 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31131 rtt_min_us>31091 rtt_max_us>31191 cwnd>25 cwnd_min>23 cwnd_max>25 rate_avg_kbps>8134.505 rate_min_kbps>7707.552 rate_max_kbps>8544.512 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.184894 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31153 rtt_min_us>31111 rtt_max_us>31209 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8932.407 rate_min_kbps>8544.512 rate_max_kbps>9319.968 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.286602 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31152 rtt_min_us>31092 rtt_max_us>31212 cwnd>29 cwnd_min>27 cwnd_max>29 rate_avg_kbps>9669.940 rate_min_kbps>9319.968 rate_max_kbps>10026.352 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.388301 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31201 rtt_min_us>31110 rtt_max_us>31435 cwnd>31 cwnd_min>29 cwnd_max>31 rate_avg_kbps>10327.803 rate_min_kbps>10026.352 rate_max_kbps>10631.232 alpha_avg>0.001872 alpha_min>0.000000 alpha_max>0.007353 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.490020 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31168 rtt_min_us>31089 rtt_max_us>31405 cwnd>33 cwnd_min>31 cwnd_max>33 rate_avg_kbps>10955.037 rate_min_kbps>10631.232 rate_max_kbps>11248.880 alpha_avg>0.009760 alpha_min>0.007353 alpha_max>0.010570 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.591720 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31124 rtt_min_us>31067 rtt_max_us>31223 cwnd>35 cwnd_min>33 cwnd_max>35 rate_avg_kbps>11581.481 rate_min_kbps>11248.880 rate_max_kbps>11888.120 alpha_avg>0.008210 alpha_min>0.007179 alpha_max>0.009291 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.693417 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31114 rtt_min_us>31078 rtt_max_us>31181 cwnd>36 cwnd_min>35 cwnd_max>36 rate_avg_kbps>12193.869 rate_min_kbps>11888.120 rate_max_kbps>12496.384 alpha_avg>0.006703 alpha_min>0.005917 alpha_max>0.007179 inflight>17 sent>53 lost>0 total_lost>0
02:34:50.795133 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31122 rtt_min_us>31073 rtt_max_us>31179 cwnd>38 cwnd_min>36 cwnd_max>38 rate_avg_kbps>12802.896 rate_min_kbps>12496.384 rate_max_kbps>13109.504 alpha_avg>0.005487 alpha_min>0.004877 alpha_max>0.005917 inflight>17 sent>53 lost>0 total_lost>0
