19:35:24.910703 START Mgen Version 5.1.1
19:35:34.911567 ON flow>4 srcPort>44534 dst>fd00:6::2/5101 
19:35:35.061308 PRAGUEINFO flow>4 window>0.149 samples>4 state>cong_avoid rtt_avg_us>27144 rtt_min_us>0 rtt_max_us>36411 cwnd>3 cwnd_min>3 cwnd_max>90 rate_avg_kbps>219.124 rate_min_kbps>100.000 rate_max_kbps>365.648 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>1 sent>2 lost>0 total_lost>0
19:35:35.168788 PRAGUEINFO flow>4 window>0.107 samples>7 state>cong_avoid rtt_avg_us>35231 rtt_min_us>34917 rtt_max_us>35755 cwnd>3 cwnd_min>3 cwnd_max>3 rate_avg_kbps>575.167 rate_min_kbps>365.648 rate_max_kbps>842.664 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>3 sent>5 lost>0 total_lost>0
19:35:35.272403 PRAGUEINFO flow>4 window>0.104 samples>14 state>cong_avoid rtt_avg_us>33215 rtt_min_us>32070 rtt_max_us>34937 cwnd>6 cwnd_min>3 cwnd_max>6 rate_avg_kbps>1382.733 rate_min_kbps>842.664 rate_max_kbps>1835.768 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>5 sent>12 lost>0 total_lost>0
19:35:35.374133 PRAGUEINFO flow>4 window>0.102 samples>22 state>cong_avoid rtt_avg_us>31556 rtt_min_us>31310 rtt_max_us>32070 cwnd>9 cwnd_min>6 cwnd_max>9 rate_avg_kbps>2364.872 rate_min_kbps>1835.768 rate_max_kbps>2816.592 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>8 sent>20 lost>0 total_lost>0
19:35:35.477733 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31116 rtt_min_us>31024 rtt_max_us>31320 cwnd>12 cwnd_min>9 cwnd_max>12 rate_avg_kbps>3344.248 rate_min_kbps>2816.592 rate_max_kbps>3848.016 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
19:35:35.581359 PRAGUEINFO flow>4 window>0.104 samples>29 state>cong_avoid rtt_avg_us>31080 rtt_min_us>31049 rtt_max_us>31146 cwnd>14 cwnd_min>12 cwnd_max>14 rate_avg_kbps>4274.228 rate_min_kbps>3848.016 rate_max_kbps>4675.880 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>9 sent>27 lost>0 total_lost>0
19:35:35.684990 PRAGUEINFO flow>4 window>0.104 samples>40 state>cong_avoid rtt_avg_us>31128 rtt_min_us>31079 rtt_max_us>31177 cwnd>16 cwnd_min>14 cwnd_max>16 rate_avg_kbps>5094.733 rate_min_kbps>4675.880 rate_max_kbps>5472.440 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>16 sent>38 lost>0 total_lost>0
19:35:35.786694 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31173 rtt_min_us>31048 rtt_max_us>31658 cwnd>19 cwnd_min>16 cwnd_max>19 rate_avg_kbps>6021.758 rate_min_kbps>5472.440 rate_max_kbps>6541.280 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
19:35:35.888407 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31193 rtt_min_us>31087 rtt_max_us>31565 cwnd>22 cwnd_min>19 cwnd_max>22 rate_avg_kbps>7061.090 rate_min_kbps>6541.280 rate_max_kbps>7547.296 alpha_avg>0.000000 alpha_min>0.000000 alpha_max>0.000000 inflight>17 sent>53 lost>0 total_lost>0
19:35:35.990128 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31178 rtt_min_us>31053 rtt_max_us>31534 cwnd>25 cwnd_min>22 cwnd_max>25 rate_avg_kbps>7960.416 rate_min_kbps>7508.880 rate_max_kbps>8395.440 alpha_avg>0.002496 alpha_min>0.000000 alpha_max>0.003676 inflight>17 sent>53 lost>0 total_lost>0
19:35:36.091812 PRAGUEINFO flow>4 window>0.102 samples>55 state>cong_avoid rtt_avg_us>31097 rtt_min_us>31038 rtt_max_us>31155 cwnd>27 cwnd_min>25 cwnd_max>27 rate_avg_kbps>8801.095 rate_min_kbps>8395.440 rate_max_kbps>9194.896 alpha_avg>0.002978 alpha_min>0.002666 alpha_max>0.003233 inflight>17 sent>53 lost>0 total_lost>0
