05:50:40.583120 START Mgen Version 5.1.1
05:50:50.583683 ON flow>1 srcPort>34647 dst>fd00:6::2/5201 
05:50:50.616000 CONNECT flow>1 srcPort>34647 dst>fd00:6::2/5201 
05:50:50.718954 TCPINFO flow>1 window>0.103 samples>114 rtt_avg_us>31884 rtt_min_us>31386 rtt_max_us>32313 cwnd>29 cwnd_min>10 cwnd_max>29 throughput_kbps>7686.369 goodput_kbps>4786.721 retrans>0 total_retrans>0 bytes_acked>61569
05:50:50.883722 TCPINFO flow>1 window>0.165 samples>133 rtt_avg_us>31390 rtt_min_us>31178 rtt_max_us>31929 cwnd>27 cwnd_min>25 cwnd_max>29 throughput_kbps>8497.572 goodput_kbps>8692.173 retrans>0 total_retrans>0 bytes_acked>240593
05:50:50.983727 TCPINFO flow>1 window>0.100 samples>90 rtt_avg_us>32224 rtt_min_us>31929 rtt_max_us>32652 cwnd>30 cwnd_min>27 cwnd_max>30 throughput_kbps>8870.596 goodput_kbps>8549.973 retrans>0 total_retrans>0 bytes_acked>347473
05:50:51.111751 TCPINFO flow>1 window>0.128 samples>90 rtt_avg_us>32232 rtt_min_us>32013 rtt_max_us>32652 cwnd>34 cwnd_min>30 cwnd_max>34 throughput_kbps>10519.028 goodput_kbps>10268.575 retrans>0 total_retrans>0 bytes_acked>511801
05:50:51.211825 TCPINFO flow>1 window>0.100 samples>101 rtt_avg_us>32046 rtt_min_us>31867 rtt_max_us>32114 cwnd>36 cwnd_min>34 cwnd_max>36 throughput_kbps>11427.703 goodput_kbps>11000.500 retrans>0 total_retrans>0 bytes_acked>649409
05:50:51.315965 TCPINFO flow>1 window>0.104 samples>104 rtt_avg_us>32026 rtt_min_us>31822 rtt_max_us>32285 cwnd>40 cwnd_min>36 cwnd_max>40 throughput_kbps>12726.253 goodput_kbps>12520.991 retrans>0 total_retrans>0 bytes_acked>812401
05:50:51.421164 TCPINFO flow>1 window>0.105 samples>121 rtt_avg_us>31828 rtt_min_us>31744 rtt_max_us>32016 cwnd>43 cwnd_min>40 cwnd_max>43 throughput_kbps>13918.916 goodput_kbps>13614.122 retrans>0 total_retrans>0 bytes_acked>991425
05:50:51.521222 TCPINFO flow>1 window>0.100 samples>131 rtt_avg_us>32127 rtt_min_us>31927 rtt_max_us>32279 cwnd>46 cwnd_min>43 cwnd_max>46 throughput_kbps>14527.254 goodput_kbps>14313.618 retrans>0 total_retrans>0 bytes_acked>1170449
05:50:51.621323 TCPINFO flow>1 window>0.100 samples>217 rtt_avg_us>31971 rtt_min_us>31757 rtt_max_us>32178 cwnd>49 cwnd_min>46 cwnd_max>49 throughput_kbps>15695.508 goodput_kbps>15375.191 retrans>0 total_retrans>0 bytes_acked>1362833
05:50:51.754005 TCPINFO flow>1 window>0.133 samples>112 rtt_avg_us>31820 rtt_min_us>31785 rtt_max_us>32031 cwnd>52 cwnd_min>49 cwnd_max>52 throughput_kbps>17077.343 goodput_kbps>16674.575 retrans>0 total_retrans>0 bytes_acked>1639385
05:50:51.883724 TCPINFO flow>1 window>0.130 samples>209 rtt_avg_us>31996 rtt_min_us>31651 rtt_max_us>32211 cwnd>56 cwnd_min>52 cwnd_max>56 throughput_kbps>17961.779 goodput_kbps>17632.205 retrans>0 total_retrans>0 bytes_acked>1925289
05:50:52.002733 TCPINFO flow>1 window>0.119 samples>204 rtt_avg_us>31984 rtt_min_us>31694 rtt_max_us>32196 cwnd>60 cwnd_min>56 cwnd_max>60 throughput_kbps>19847.642 goodput_kbps>19578.217 retrans>0 total_retrans>0 bytes_acked>2216537
05:50:52.183754 TCPINFO flow>1 window>0.181 samples>107 rtt_avg_us>31817 rtt_min_us>31581 rtt_max_us>32032 cwnd>64 cwnd_min>60 cwnd_max>64 throughput_kbps>9133.614 goodput_kbps>12558.101 retrans>0 total_retrans>0 bytes_acked>2500697
05:50:52.383750 TCPINFO flow>1 window>0.200 samples>3 rtt_avg_us>31581 rtt_min_us>31581 rtt_max_us>31581 cwnd>64 cwnd_min>64 cwnd_max>64 throughput_kbps>0.000 goodput_kbps>0.000 retrans>0 total_retrans>0 bytes_acked>2500697
